id,subject,metric,games,mean,error,interval,verdict,seed,seats,question,command
pairing.within-cell.simple vs opportunist,simple vs opportunist,standard error ratio,8010,1.406213,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.simple vs angler,simple vs angler,standard error ratio,8010,1.404979,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.simple vs sprinter,simple vs sprinter,standard error ratio,8010,1.403600,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.greedy vs cautious,greedy vs cautious,standard error ratio,8010,1.414213,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.greedy vs counting,greedy vs counting,standard error ratio,8010,1.414186,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.greedy vs outs,greedy vs outs,standard error ratio,8010,1.413674,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.greedy vs warden,greedy vs warden,standard error ratio,8010,1.412679,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.greedy vs opportunist,greedy vs opportunist,standard error ratio,8010,1.413915,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.greedy vs angler,greedy vs angler,standard error ratio,8010,1.413695,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.greedy vs sprinter,greedy vs sprinter,standard error ratio,8010,1.413298,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.cautious vs counting,cautious vs counting,standard error ratio,8010,1.414213,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.cautious vs outs,cautious vs outs,standard error ratio,8010,1.413573,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.cautious vs warden,cautious vs warden,standard error ratio,8010,1.412507,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.cautious vs opportunist,cautious vs opportunist,standard error ratio,8010,1.413864,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.cautious vs angler,cautious vs angler,standard error ratio,8010,1.413607,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.cautious vs sprinter,cautious vs sprinter,standard error ratio,8010,1.413375,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.counting vs outs,counting vs outs,standard error ratio,8010,1.413578,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.counting vs warden,counting vs warden,standard error ratio,8010,1.412276,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.counting vs opportunist,counting vs opportunist,standard error ratio,8010,1.413894,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.counting vs angler,counting vs angler,standard error ratio,8010,1.413592,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.counting vs sprinter,counting vs sprinter,standard error ratio,8010,1.413303,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.outs vs warden,outs vs warden,standard error ratio,8010,1.410109,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.outs vs opportunist,outs vs opportunist,standard error ratio,8010,1.414213,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.outs vs angler,outs vs angler,standard error ratio,8010,1.414187,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.outs vs sprinter,outs vs sprinter,standard error ratio,8010,1.414099,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.warden vs opportunist,warden vs opportunist,standard error ratio,8010,1.411287,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
pairing.within-cell.warden vs angler,warden vs angler,standard error ratio,8010,1.410482,,,pairing widens,20260819,5,"Paired standard error over independent, on the same data. Below one is variance reduction; above one means the independent formula was understating it.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
